"Year Month","State","Countym","Industry","Suspicious Activity","Regulator","Product","Instrument","Count"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Suspicious EFT/Wire Transfers","[Total]","Credit Card","[Total]","4"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","Money Orders","1"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","[Total]","4"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","[Total]","Credit Card","[Total]","4"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","Money Orders","1"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","[Total]","4"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Suspicious Use of Multiple Accounts","[Total]","Credit Card","[Total]","4"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","Money Orders","1"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","[Total]","4"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","[Total]","Credit Card","[Total]","4"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","Money Orders","1"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","[Total]","4"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Transaction Out of Pattern for Customer(s)","[Total]","Credit Card","[Total]","4"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","Money Orders","1"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","[Total]","4"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","[Total]","Credit Card","[Total]","4"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","Money Orders","1"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","[Total]","4"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","Two or More Individuals Working Together","[Total]","Credit Card","[Total]","4"
"2020 February","California","Santa Barbara County, CA","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","36"
"2020 February","California","Santa Barbara County, CA","[Total]","[Total]","[Total]","Credit Card","[Total]","36"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Ponzi Scheme","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Ponzi Scheme","FRB","Credit Card","Money Orders","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Ponzi Scheme","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Ponzi Scheme","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Ponzi Scheme","FRB","Credit Card","[Total]","4"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Ponzi Scheme","[Total]","Credit Card","[Total]","4"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","Money Orders","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","[Total]","4"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicion Concerning the Source of Funds","[Total]","Credit Card","[Total]","4"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","Money Orders","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","[Total]","4"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicious EFT/Wire Transfers","[Total]","Credit Card","[Total]","4"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","Money Orders","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","[Total]","4"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","[Total]","Credit Card","[Total]","4"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","Money Orders","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","[Total]","4"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicious Use of Multiple Accounts","[Total]","Credit Card","[Total]","4"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","Money Orders","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","[Total]","4"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","[Total]","Credit Card","[Total]","4"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","Money Orders","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","[Total]","4"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Transaction Out of Pattern for Customer(s)","[Total]","Credit Card","[Total]","4"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","Money Orders","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","[Total]","4"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","[Total]","Credit Card","[Total]","4"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","Money Orders","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","[Total]","4"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","Two or More Individuals Working Together","[Total]","Credit Card","[Total]","4"
"2020 February","California","Santa Cruz County, CA","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","36"
"2020 February","California","Santa Cruz County, CA","[Total]","[Total]","[Total]","Credit Card","[Total]","36"
"2020 February","California","Ventura County, CA","Securities/Futures","Ponzi Scheme","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Ponzi Scheme","FRB","Credit Card","Money Orders","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Ponzi Scheme","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Ponzi Scheme","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Ponzi Scheme","FRB","Credit Card","[Total]","4"
"2020 February","California","Ventura County, CA","Securities/Futures","Ponzi Scheme","[Total]","Credit Card","[Total]","4"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","Money Orders","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","[Total]","4"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicion Concerning the Source of Funds","[Total]","Credit Card","[Total]","4"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","Money Orders","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","[Total]","4"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicious EFT/Wire Transfers","[Total]","Credit Card","[Total]","4"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","Money Orders","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","[Total]","4"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","[Total]","Credit Card","[Total]","4"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","Money Orders","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","[Total]","4"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicious Use of Multiple Accounts","[Total]","Credit Card","[Total]","4"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","Money Orders","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","[Total]","4"
"2020 February","California","Ventura County, CA","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","[Total]","Credit Card","[Total]","4"
"2020 February","California","Ventura County, CA","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","Money Orders","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","[Total]","4"
"2020 February","California","Ventura County, CA","Securities/Futures","Transaction Out of Pattern for Customer(s)","[Total]","Credit Card","[Total]","4"
"2020 February","California","Ventura County, CA","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","Money Orders","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","[Total]","4"
"2020 February","California","Ventura County, CA","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","[Total]","Credit Card","[Total]","4"
"2020 February","California","Ventura County, CA","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","Funds Transfer","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","Money Orders","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","Personal/Business Check","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","U.S. Currency","1"
"2020 February","California","Ventura County, CA","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","[Total]","4"
"2020 February","California","Ventura County, CA","Securities/Futures","Two or More Individuals Working Together","[Total]","Credit Card","[Total]","4"
"2020 February","California","Ventura County, CA","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","36"
"2020 February","California","Ventura County, CA","[Total]","[Total]","[Total]","Credit Card","[Total]","36"
"2020 February","California","[Total]","[Total]","[Total]","[Total]","Credit Card","[Total]","330"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Ponzi Scheme","FRB","Credit Card","Funds Transfer","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Ponzi Scheme","FRB","Credit Card","Money Orders","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Ponzi Scheme","FRB","Credit Card","Personal/Business Check","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Ponzi Scheme","FRB","Credit Card","U.S. Currency","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Ponzi Scheme","FRB","Credit Card","[Total]","4"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Ponzi Scheme","[Total]","Credit Card","[Total]","4"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","Funds Transfer","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","Money Orders","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","Personal/Business Check","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","U.S. Currency","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","[Total]","4"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicion Concerning the Source of Funds","[Total]","Credit Card","[Total]","4"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","Funds Transfer","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","Money Orders","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","Personal/Business Check","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","U.S. Currency","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicious EFT/Wire Transfers","FRB","Credit Card","[Total]","4"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicious EFT/Wire Transfers","[Total]","Credit Card","[Total]","4"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","Funds Transfer","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","Money Orders","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","Personal/Business Check","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","U.S. Currency","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","FRB","Credit Card","[Total]","4"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicious Receipt of Government Payments/Benefits","[Total]","Credit Card","[Total]","4"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","Funds Transfer","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","Money Orders","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","Personal/Business Check","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","U.S. Currency","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicious Use of Multiple Accounts","FRB","Credit Card","[Total]","4"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicious Use of Multiple Accounts","[Total]","Credit Card","[Total]","4"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","Funds Transfer","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","Money Orders","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","Personal/Business Check","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","U.S. Currency","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","FRB","Credit Card","[Total]","4"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Suspicious Use of Noncash Monetary Instruments","[Total]","Credit Card","[Total]","4"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","Funds Transfer","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","Money Orders","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","Personal/Business Check","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","U.S. Currency","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Transaction Out of Pattern for Customer(s)","FRB","Credit Card","[Total]","4"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Transaction Out of Pattern for Customer(s)","[Total]","Credit Card","[Total]","4"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","Funds Transfer","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","Money Orders","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","Personal/Business Check","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","U.S. Currency","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","FRB","Credit Card","[Total]","4"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Transaction(s) Involving Foreign High Risk Jurisdiction","[Total]","Credit Card","[Total]","4"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","Funds Transfer","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","Money Orders","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","Personal/Business Check","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","U.S. Currency","1"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Two or More Individuals Working Together","FRB","Credit Card","[Total]","4"
"2020 February","Colorado","Adams County, CO","Securities/Futures","Two or More Individuals Working Together","[Total]","Credit Card","[Total]","4"
"2020 February","Colorado","Adams County, CO","Securities/Futures","[Total]","[Total]","Credit Card","[Total]","36"
"2020 February","Colorado","Adams County, CO","[Total]","[Total]","[Total]","Credit Card","[Total]","36"
"2020 February","Colorado","Boulder County, CO","Securities/Futures","Ponzi Scheme","FRB","Credit Card","Funds Transfer","1"
"2020 February","Colorado","Boulder County, CO","Securities/Futures","Ponzi Scheme","FRB","Credit Card","Money Orders","1"
"2020 February","Colorado","Boulder County, CO","Securities/Futures","Ponzi Scheme","FRB","Credit Card","Personal/Business Check","1"
"2020 February","Colorado","Boulder County, CO","Securities/Futures","Ponzi Scheme","FRB","Credit Card","U.S. Currency","1"
"2020 February","Colorado","Boulder County, CO","Securities/Futures","Ponzi Scheme","FRB","Credit Card","[Total]","4"
"2020 February","Colorado","Boulder County, CO","Securities/Futures","Ponzi Scheme","[Total]","Credit Card","[Total]","4"
"2020 February","Colorado","Boulder County, CO","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","Funds Transfer","1"
"2020 February","Colorado","Boulder County, CO","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","Money Orders","1"
"2020 February","Colorado","Boulder County, CO","Securities/Futures","Suspicion Concerning the Source of Funds","FRB","Credit Card","Personal/Business Check","1"
